#CODE;UKRAINIAN;x
EVTDESC_ZE_2075;I've received a request for additional funds from my [Root.GetSpymasterName] [Root.job_spymaster.GetFirstName]. [Root.job_spymaster.GetSheHeCap] is worried that it is too easy for spies to make their way inside your home and wants to take precautionary measures against hostile operations.;x
MERCENARY_ON_CONTRACT;On Contract;x
LAW_VOTER;$NAME$\n;x
LAW_VOTER_X;$NAME$ x$NUM|Y$\n;x
CANCEL_LAW_VOTE;§YCancel the current law change§!;x
VOTE_FOR_LAW;§YVote for the current law change§!;x
VOTE_AGAINST_LAW;§YVote against the current law change§!;x
OPEN_LIST_OF_UNDECIDED_VOTERS;§YOpen list of voters that have not yet voted.§!;x
LAW_VOTE_STATUS_ZEUS;Voting for: §Y$LAW$§! ( $YES|G$/$NO|R$/$WAITING$ );x
REQUEST_SUPPORT_INTERACTION_ACCEPT_SETUP;Support Request Accepted;x
REQUEST_SUPPORT_INTERACTION_ACCEPT_LOG;§Y[Actor.GetDynName]§W accepted to support §Y[Recipient.GetDynName]§W;x
REQUEST_SUPPORT_INTERACTION_DECLINE_SETUP;Support Request Refused;x
REQUEST_SUPPORT_INTERACTION_DECLINE_LOG;§Y[Actor.GetDynName]§W refused to support §Y[Recipient.GetDynName]§W;x
FAM_EDUCATOR;Educator;x
ZEUS_WARD_DESC;Adult characters can take on two children as their wards.;x
ZEUS_GUARDIAN_DESC;A Guardian is a teacher and mentor to a child character. The child goes to live in the same court as the Guardian, and it's not possible to declare war on someone who has a close relative child in their court.;x
HOSTAGE_NAME;\n        $WHO|Y$;x
CHANGE_MERCENARY_COMPOSITION_CONVERT;Convert $COUNT|Y$ $FROM$ into $TYPE$\n;x
CHANGE_MERCENARY_COMPOSITION;$TYPE$: $COUNT|=-+$\n;x
alert_child_needs_focus_instant;§Y$NUM$ Children Lack a Childhood Focus§!;x
alert_child_needs_focus_delayed;The following Children need a Childhood Focus:\n$LIST$;x
alert_child_needs_focus_name;Children lack a Childhood Focus;x
alert_adolescent_needs_focus_instant;§Y$NUM$ Children Lack an Education Focus§!;x
alert_adolescent_needs_focus_delayed;The following Children need an Education Focus:\n$LIST$;x
alert_adolescent_needs_focus_name;Children lack an Edcuation Focus;x
GOV_FLAVOR;$TYPE$;x
#gov_default;Despotic [PrimaryTitle.GetTier];x
gov_feudal_monarchy;Fedual Monarchy;x
#gov_prince_electorate;Prince Electorate;x
opinion_inherited;Opinion of Predecessor;x
opinion_inherited_negative;Opinion of Predecessor;x
CHARACTER_POWERFUL_TOOLTIP;§YPowerful Vassal§!;x
CHARACTER_POWERFUL_TOOLTIP_ANGRY;§RAngry for not being on the council.§!;x
alert_has_favor_instant;§Y$NUM$ Characters owe you a Favor§!;x
alert_has_favor_delayed;The following Characters owe you a Favor:\n$LIST$\n\nFavors can be used for the following:\n$ACTIONS$;x
alert_has_favor_name;Characters owe you Favors;x
HAS_FAVOR_ON;\n§YHas a Favor from:§!\n;x
OWES_FAVOR_TO_TOOLTIP;\n§YOwes a Favor to:§!\n;x
COUNCIL_LAW_VOTING_DISABLED_FOR_GROUP;\n§YThe council is not allowed to initiate voting for this type of law.§!;x
COUNCIL_LAW_VOTING_ENABLED_FOR_GROUP;\n§YA councillor is allowed to initiate voting for this type of law by spending a Favor on their liege.§!;x
tribal_duchy;High Chiefdom;x
tribal_duchy_norse;Jarldom;x
duchy_norse;Jarldom;x
gov_default;Anarchy;x
gov_electorial_absolute_autocracy;Elective Absolute Imperial Autocracy;x
gov_electorial_absolute_autocracy_norse;Elective Absolute Imperial Autocracy;x
gov_electorial_absolute_autocracy_tengri;Elective Absolute Imperial Autocracy;x
gov_electorial_absolute_monarchy;Elective Absolute [PrimaryTitle.GetTier];x
gov_electorial_absolute_monarchy_norse;Elective Absolute [PrimaryTitle.GetTier];x
gov_electorial_absolute_monarchy_tengri;Elective Absolute [PrimaryTitle.GetTier];x
gov_electorial_aristocratic_autocracy;Elective Aristocratic Imperial Autocracy;x
gov_electorial_aristocratic_autocracy_norse;Elective Aristocratic Imperial Autocracy;x
gov_electorial_aristocratic_autocracy_tengri;Elective Aristocratic Imperial Autocracy;x
gov_electorial_aristocratic_monarchy;Elective Aristocratic [PrimaryTitle.GetTier];x
gov_electorial_aristocratic_monarchy_norse;Elective Aristocratic [PrimaryTitle.GetTier];x
gov_electorial_aristocratic_monarchy_tengri;Elective Aristocratic [PrimaryTitle.GetTier];x
gov_electorial_despotic_autocracy;Elective Despotic Imperial Autocracy;x
gov_electorial_despotic_autocracy_norse;Elective Despotic Imperial Autocracy;x
gov_electorial_despotic_autocracy_tengri;Elective Despotic Imperial Autocracy;x
gov_electorial_despotic_monarchy;Elective Despotic [PrimaryTitle.GetTier];x
gov_electorial_despotic_monarchy_zoro;Elective Despotic [PrimaryTitle.GetTier];x
gov_electorial_despotic_monarchy_norse;Elective Despotic [PrimaryTitle.GetTier];x
gov_electorial_despotic_monarchy_tengri;Elective Despotic [PrimaryTitle.GetTier];x
gov_hereditary_absolute_autocracy;Hereditary Absolute Imperial Autocracy;x
gov_hereditary_absolute_autocracy_indian;Absolute Imperial Autocracy;x
gov_hereditary_absolute_autocracy_norse;Hereditary Absolute Imperial Autocracy;x
gov_hereditary_absolute_autocracy_tengri;Hereditary Absolute Imperial Autocracy;x
gov_hereditary_absolute_monarchy;Hereditary Absolute [PrimaryTitle.GetTier];x
gov_hereditary_absolute_monarchy_indian;Absolute [PrimaryTitle.GetTier];x
gov_hereditary_absolute_monarchy_norse;Hereditary Absolute [PrimaryTitle.GetTier];x
gov_hereditary_absolute_monarchy_tengri;Hereditary Absolute [PrimaryTitle.GetTier];x
gov_hereditary_aristocratic_autocracy;Hereditary Aristocratic Imperial Autocracy;x
gov_hereditary_aristocratic_autocracy_indian;Aristocratic Imperial Autocracy;x
gov_hereditary_aristocratic_autocracy_norse;Hereditary Aristocratic Imperial Autocracy;x
gov_hereditary_aristocratic_autocracy_tengri;Hereditary Aristocratic Imperial Autocracy;x
gov_hereditary_aristocratic_monarchy;Hereditary Aristocratic [PrimaryTitle.GetTier];x
gov_hereditary_aristocratic_monarchy_indian;Aristocratic [PrimaryTitle.GetTier];x
gov_hereditary_aristocratic_monarchy_norse;Hereditary Aristocratic [PrimaryTitle.GetTier];x
gov_hereditary_aristocratic_monarchy_tengri;Hereditary Aristocratic [PrimaryTitle.GetTier];x
gov_hereditary_despotic_autocracy;Hereditary Despotic Imperial Autocracy;x
gov_hereditary_despotic_autocracy_indian;Despotic Imperial Autocracy;x
gov_hereditary_despotic_autocracy_norse;Hereditary Despotic Imperial Autocracy;x
gov_hereditary_despotic_autocracy_tengri;Hereditary Despotic Imperial Autocracy;x
gov_hereditary_despotic_monarchy;Hereditary Despotic [PrimaryTitle.GetTier];x
gov_hereditary_despotic_monarchy_zoro;Hereditary Despotic [PrimaryTitle.GetTier];x
gov_hereditary_despotic_monarchy_indian;Despotic [PrimaryTitle.GetTier];x
gov_hereditary_despotic_monarchy_norse;Hereditary Despotic [PrimaryTitle.GetTier];x
gov_hereditary_despotic_monarchy_tengri;Hereditary Despotic [PrimaryTitle.GetTier];x
gov_muslim_absolute_autocracy;Absolute Imperial Autocracy;x
gov_muslim_absolute_monarchy;Absolute [PrimaryTitle.GetTier];x
gov_muslim_aristocratic_autocracy;Aristocratic Imperial Autocracy;x
gov_muslim_aristocratic_monarchy;Aristocratic [PrimaryTitle.GetTier];x
gov_muslim_despotic_autocracy;Despotic Imperial Autocracy;x
gov_muslim_despotic_monarchy;Despotic [PrimaryTitle.GetTier];x
gov_aristocratic_republic;Aristocratic [PrimaryTitle.GetTier];x
gov_plutocratic_republic;Plutocratic [PrimaryTitle.GetTier];x
gov_oligarchic_republic;Oligarchic [PrimaryTitle.GetTier];x
gov_patrician;[GetOnlyDynastyName] Patriciate;x
gov_prince_electorate;Prince Electorate;x
gov_king_electorate;King Electorate;x
gov_carolingian_hegemony;Carolingian Hegemony;x
gov_imperial_carolingian_hegemony;Imperial Carolingian Hegemony;x
gov_chiefdom;[Religion.GetGroupName] [PrimaryTitle.GetTier];x
gov_grand_chiefdom;[Religion.GetGroupName] [PrimaryTitle.GetTier];x
gov_noble_chiefdom;Noble [Religion.GetGroupName] [PrimaryTitle.GetTier];x
gov_crusader_state;Crusader State;x
gov_crusader_kingdom;Crusader Kingdom;x
gov_hereditary_zun;Hereditary [PrimaryTitle.GetTier] of the Sun;x
gov_electorial_zun;Elective [PrimaryTitle.GetTier] of the Sun;x
gov_terror;[PrimaryTitle.GetTier] of Terror;x
gov_duchy_viceroy;[Liege.PrimaryTitle.GetAdjective] Minor Viceroyalty;x
gov_king_viceroy;[Liege.PrimaryTitle.GetAdjective] Viceroyalty;x
gov_duchy_viceroy_byz;[Liege.PrimaryTitle.GetAdjective] Theme;x
gov_king_viceroy_byz;[Liege.PrimaryTitle.GetAdjective] Exarchate;x
gov_aztec;Aztec Colony;x
gov_electorial_absolute_hre;Elective Absolute [PrimaryTitle.GetTier];x
gov_hereditary_absolute_hre;Hereditary Absolute [PrimaryTitle.GetTier];x
gov_electorial_despotic_hre;Elective Despotic [PrimaryTitle.GetTier];x
gov_hereditary_despotic_hre;Hereditary Despotic [PrimaryTitle.GetTier];x
gov_aristocratic_electorial_hre;Elective Aristocratic [PrimaryTitle.GetTier];x
gov_aristocratic_hereditary_hre;Hereditary Aristocratic [PrimaryTitle.GetTier];x
gov_nomadic_mongol_empire;Ikh Mongol Uls;x
gov_khaganate;[Culture.GetName] [PrimaryTitle.GetTier];x
gov_clan;[GetOnlyDynastyName] [PrimaryTitle.GetTier];x
LAW_COUNCIL_REJECTED_SETUP;The Council Rejects a Proposed Law;x
ALLOW_FEMINISM_ON;Female rulers do not incur negative opinion modifiers\n;x
ALLOW_FEMINISM_OFF;Female rulers incur negative opinion modifiers\n;x
ALLOW_GENDER_LAWS_ON;Allow change of Gender Preference Laws\n;x
ALLOW_GENDER_LAWS_OFF;Revoke allowing change of Gender Preference Laws\n;x
alert_my_peace_soon_enforced_instant;§YYou are enforcing Realm Peace!§!;x
alert_my_peace_soon_enforced_delayed;Your Council has declared that peace shall rule the realm! \nAll internal wars waged between your vassals will end with a §YWhite Peace§! in $MONTHS|Y$ months!;x
alert_my_peace_being_enforced_instant;§YRealm Peace Enforced!§!;x
alert_my_peace_being_enforced_delayed;Your Council has declared that peace shall rule the realm! \nYour vassals are unable to wage war on each other for another $MONTHS|Y$ months!;x
tribal_county;Chiefdom;x
tribal_kingdom_old_saxon;Grand Chiefdom;x
tribal_kingdom_altaic;Khanate;x
tribal_empire_altaic;Khaganate;x
tribal_kingdom_arabic;Sultanate;x
tribal_empire_russian;Tsardom;x
duchy_russian;Grand Principality;x
empire_russian;Tsardom;x
gov_revolt;[PrimaryTitle.GetAdjective] Revolt;x
gov_romuva_eldership;[Religion.GetName] Eldership;x
gov_noble_romuva_eldership;Noble [Religion.GetName] Eldership;x
gov_norse_chiefdom;[Religion.GetName] [PrimaryTitle.GetTier];x
gov_noble_norse_chiefdom;Noble [Religion.GetName] [PrimaryTitle.GetTier];x
gov_muslim_chiefdom;[Religion.GetGroupName] [PrimaryTitle.GetTier];x
gov_noble_muslim_chiefdom;Noble [Religion.GetGroupName] [PrimaryTitle.GetTier];x
gov_african_chiefdom;[Religion.GetGroupName] [PrimaryTitle.GetTier];x
gov_noble_african_chiefdom;Noble [Religion.GetGroupName] [PrimaryTitle.GetTier];x
gov_hereditary_danelaw;Hereditary Danelaw;x
gov_electorial_danelaw;Elective Danelaw;x
COUNCIL_DISCONTENT_FROM_SUCCESSION;Succession always makes the council discontent.;x
FAVOR_ALERT_ACTION; §Y- $ACTION$§!\n;x
FAVOR_FORCE_VOTE;Make someone vote like you on council or law issues;x
#FAVOR_PREVENT_ENFORCE_PEACE;Prevent a Realm Peace from your liege;x
FAVOR_PRESS_CLAIM;Ask your liege to press one of your claims in a war;x
FAVOR_START_LAW_VOTE;Start a law vote for your liege;x
FAVOR_FORCE_MARRIAGE;Force acceptance of a Arrange Marriage proposal;x
FAVOR_FORCE_GUARDIANSHIP;Force acceptance of an Educate Child proposal;x
FAVOR_END_PLOT;Force acceptance of an End Plot or Stop Backing Plot request;x
COUNCIL_CONTENT;Council is Content;x
COUNCIL_DISCONTENT;Discontent until $UNTIL$;x
COUNCIL_STATUS_LONG_CONTENT_PLAYER;Your [Actor.GetCouncilName] is §YContent§!;x
COUNCIL_STATUS_LONG_CONTENT_LIEGE;The [Actor.GetCouncilName] of §Y[Actor.GetBestName]§! is §YContent§!;x
COUNCIL_STATUS_LONG_DISCONTENT_PLAYER;Your [Actor.GetCouncilName] has been §YDiscontent§! for $DISCONTENT_DURATION$ month(s).;x
COUNCIL_STATUS_LONG_DISCONTENT_LIEGE;The [Actor.GetCouncilName] of [Actor.GetBestName] has been §YDiscontent§! for $DISCONTENT_DURATION$ month(s).;x
#COUNCIL_DISCONTENT_EFFECT;Councillors cannot join or start §YFactions§! while the council is §YContent§! (Nomadic and Tribal councillors can always join and start factions).\nThe liege cannot §YEnforce Realm Peace§! while the council is §YDiscontent§!.;x
COUNCIL_REASON_FOR_DISCONTENT;Reason for being discontent:\n$REASON|Y$\n\n;x
GENERIC_DISCONTENT_REASON;Made a decision that the Council had voted no for;x
INHERITANCE_TAB;§YInheritance Laws§!;x
INHERITANCE_TAB_DELAYED;These laws control how succession is done and who will inherit what.;x
REALM_TAB;§YRealm Laws§!;x
REALM_TAB_DELAYED;These laws control how the realm is ruled and what the liege is allowed to do.;x
OBLIGATIONS_TAB;§YObligation Laws§!;x
OBLIGATIONS_TAB_DELAYED;These laws control how much taxes and levies vassals have to provide to the liege.;x
COUNCIL_LAW_TAB;§YCouncil Laws§!;x
COUNCIL_LAW_TAB_DELAYED;These laws control if there is a council or not and what issues the council is allowed to influence.;x
revoke_title_interaction_voting;Revocation of Titles;x
imprison_character_interaction_voting;Imprisonment;x
grant_landed_title_interaction_voting;Granting Titles;x
exile_imprisoned_interaction_voting;Banishment;x
execute_imprisoned_interaction_voting;Execution of Prisoners;x
laws_voting;Law Changes;x
IMPRISON_DISCONTENT_REASON;[Actor.GetBestName] tried to imprison [Recipient.GetBestName] even though the Council voted no.;x
EXECUTE_DISCONTENT_REASON;[Actor.GetBestName] executed [Recipient.GetBestName] even though the Council voted no.;x
REVOKE_TITLE_DISCONTENT_REASON;[Actor.GetBestName] revoked the [ThirdPartyTitle.GetFullName] from [Recipient.GetBestName] even though the Council voted no.;x
GRANT_TITLE_DISCONTENT_REASON;[Actor.GetBestName] granted the [ThirdPartyTitle.GetFullName] to [Recipient.GetBestName] even though the Council voted no.;x
EXILE_IMPRISONED_DISCONTENT_REASON;[Actor.GetBestName] banished [Recipient.GetBestName] even though the Council voted no.;x
CB_NAME_INCREASE_COUNCIL_POWER;Increase Council Power;x
WAR_NAME_INCREASE_COUNCIL_POWER;$ORDER$$SECOND_ADJ$ Civil War to increase Council Power;x
council_off_custom;Disables use of §YRealm Peace§!;x
council_on_custom;Unlocks additional Council power laws\nEnables use of §YRealm Peace§!;x
#opinion_increased_council_power;Increased Council Power;x
EVTDESC8215;For too long, you have restricted the political influence of your vassals. The time has come to give the [Root.GetCouncilName] more power! Submit to this demand peacefully or face the consequences. Rest assure that I have gathered others who are equally upset...\n\nSigned,\n[From.GetTitledName];x
opinion_childhood_sweetheart;Childhood Sweetheart;x
pattern_loyalist_vote_as_liege_custom_tooltip;This voter is a Loyalist and will vote like the liege\n;x
pattern_pragmatist_weak_opponent_custom_tooltip;The opponent is much weaker than us\n;x
pattern_pragmatist_de_jure_or_culture_custom_tooltip;The targeted land is part of our De Jure territory or it is of our Culture Group\n;x
pattern_pragmatist_strong_opponent_custom_tooltip;The opponent is too strong for us to take on\n;x
pattern_pragmatist_dislike_large_demesne_custom_tooltip;The targeted characters demesne is 4 or larger\n;x
pattern_glory_hound_glorious_war_custom_tooltip;The opponent is stronger than us, this war will be glorious!\n;x
pattern_glory_hound_preferred_war_custom_tooltip;This is my preferred war target!\n;x
pattern_glory_hound_land_grab_custom_tooltip;Winning this war will grow the realm!\n;x
pattern_glory_hound_opponent_too_weak_custom_tooltip;There is no glory in this war, the enemy is too weak\n;x
pattern_zealot_depose_wicked_pope_custom_tooltip;The war would depose a wicked pope\n;x
pattern_zealot_dislikes_heathens_heretics_custom_tooltip;The war is against a religious enemy!\n;x
pattern_attacking_excom_or_antipope_custom_tooltip;The war is against an Excommunicated character or an Antipope\n;x
pattern_zealot_not_other_religion_antipope_custom_tooltip;The target is not an antipope of another religion\n;x
pattern_malcontent_vote_against_liege_custom_tooltip;This voter is Malcontent and will oppose the liege\n;x
pattern_selfish_gain_title_custom_tooltip;I would gain a title!\n;x
pattern_selfish_save_my_hide_custom_tooltip;I am losing a war, this would save my hide!\n;x
pattern_selfish_save_ally_custom_tooltip;My ally is losing a war, this would help them\n;x
pattern_selfish_lose_title_custom_tooltip;I would lose a title!\n;x
pattern_selfish_affects_me_custom_tooltip;This affects me negatively\n;x
pattern_i_am_unlanded_custom_tooltip;I am unlanded, I should get the title!\n;x
pattern_my_de_jure_title_custom_tooltip;The title is part of my De Jure territory, it should be mine!\n;x
pattern_i_desire_this_title_custom_tooltip;I desire this title\n;x
pattern_selfish_i_am_winning_custom_tooltip;I am winning a war\n;x
pattern_selfish_ally_is_winning_custom_tooltip;My ally is winning a war\n;x
pattern_family_member_gain_title_custom_tooltip;My family member would gain a title!\n;x
pattern_family_against_family_custom_tooltip;This war is against one of my family members\n;x
pattern_family_member_lose_title_custom_tooltip;My family member would lose a title!\n;x
pattern_family_member_affected_negatively_custom_tooltip;My family member would be affected negatively\n;x
pattern_this_is_my_war_target_custom_tooltip;This is my preferred war target!\n;x
pattern_interaction_dislike_custom_tooltip;I dislike this character\n;x
pattern_interaction_like_custom_tooltip;I like this character\n;x
pattern_interaction_dont_dislike_unlanded_custom_tooltip;I do not dislike this character and the character is unlanded\n;x
#your_allies;§YAllies joining on your side.§!;x
#enemy_allies;§YAllies joining on the enemy's side.§!;x
#relations_instant;§Y$NAME$'s Relations§!;x
#relations_delayed;Friends, Rivals, Marriage Ties and Lovers;x
PICK_CHILDHOOD_FOCUS_DESC;Once set, you will not be able to change the childhood focus.\n§RIf not set, the child's upbringing will be more randomly selected.§!;x
PICK_ADOLESCENCE_FOCUS_DESC;Once set, you will not be able to change the education focus.\n§RIf not set, the child will get a random education with a significantly worse outcome than if you select an education.§!;x
CANNOT_CHANGE_CHILDHOOD_FOCUS;§RChildhood focus cannot be changed when set.§!\n§YThe childhood focus will automatically be removed when the character turns 12 and allow you to select an education instead.§!;x
CANNOT_CHANGE_EDUCATION_FOCUS;§REducation focus cannot be changed when set.§!\n§YThe education focus will automatically be removed when the character becomes adult.§!;x
LAW_CHANGE_TIMEOUT;§RThe Council recently rejected a law change. You can attempt to make a law change again at $DATE$§!;x
dissolve_mercenary_company_feudal;Dissolve Mercenary Company;x
INTERACTION_TITLE_REVOCATION_ALLOWED;Title Revocation Law enabled in §Y$TITLE$§!;x
EVTOPTB63043;This is futile.;x
EVTOPTB63043_TOOLTIP;Abandon your ambition.;x
EVTOPTB_ZE_13102;Boys will be boys.;x
EVTOPTC_ZE_13102;Girls will be girls.;x
SAME_POSITION_AS;has the same voting attitude ($POSITION$) as $TARGET|Y$;x
HAS_POSITION;has $POSITION|Y$ voting attitude;x
HAS_MERCENARY_UNITS;$CHARACTER$ owns mercenary units;x
COUNCILOR_VOTES;Votes for $ISSUE|Y$;x
#TRANSFER_INFAMY;Infamy from $SOURCE$;x
#INFAMY_NON_RULER_DESC;Cannot gain infamy since $CHARACTER|Y$ is not a ruler.;x
